Класс	Форма шапки	Поверхность шляпки	Цвет шляпки	Синие пятна	Запах	Форма крепления гименофора к ножке	Частота гименофора	Размер гименофора	Цвет гименофора	Форма ножки	Корень ножки	Поверхность ножки выше кольца	Поверхность ножки ниже кольца	Цвет ножки выше кольца	Цвет ножки ниже кольца	Тип покрывала	Цвет покрывала	Количество колец	Остатки частного покрывала	Цвет спор	Частота грибницы	Место обитания
ядовитый	с бугорком	чешуйчатая	коричневый	нет	рыбный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	шелковистая	розовый	белый	частное	белый	одно	затухающая	белый	редкие	леса
ядовитый	плоская	гладкая	коричневый	нет	рыбный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	шелковистая	белый	розовый	частное	белый	одно	затухающая	белый	редкие	дороги
ядовитый	выпуклая	чешуйчатая	красный	нет	рыбный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	гладкая	белый	розовый	частное	белый	одно	затухающая	белый	редкие	дороги
ядовитый	плоская	гладкая	коричневый	нет	рыбный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	гладкая	розовый	белый	частное	белый	одно	затухающая	белый	редкие	дороги
ядовитый	плоская	гладкая	коричневый	нет	грязи	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	шелковистая	белый	белый	частное	белый	одно	затухающая	белый	редкие	леса
ядовитый	выпуклая	гладкая	коричневый	нет	пряный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	шелковистая	белый	белый	частное	белый	одно	затухающая	белый	редкие	листва
ядовитый	выпуклая	гладкая	коричневый	нет	грязи	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	гладкая	розовый	белый	частное	белый	одно	затухающая	белый	редкие	леса
ядовитый	выпуклая	чешуйчатая	красный	нет	пряный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	гладкая	белый	белый	частное	белый	одно	затухающая	белый	редкие	листва
ядовитый	плоская	гладкая	красный	нет	грязи	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	гладкая	белый	розовый	частное	белый	одно	затухающая	белый	редкие	леса
ядовитый	плоская	гладкая	красный	нет	пряный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	шелковистая	белый	розовый	частное	белый	одно	затухающая	белый	редкие	листва
ядовитый	плоская	чешуйчатая	коричневый	нет	грязи	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	шелковистая	белый	розовый	частное	белый	одно	затухающая	белый	редкие	дороги
ядовитый	выпуклая	гладкая	красный	нет	пряный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	шелковистая	розовый	розовый	частное	белый	одно	затухающая	белый	редкие	листва
ядовитый	плоская	гладкая	красный	нет	пряный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	гладкая	белый	розовый	частное	белый	одно	затухающая	белый	редкие	листва
ядовитый	плоская	чешуйчатая	красный	нет	пряный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	гладкая	розовый	розовый	частное	белый	одно	затухающая	белый	редкие	леса
ядовитый	плоская	чешуйчатая	красный	нет	рыбный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	шелковистая	розовый	белый	частное	белый	одно	затухающая	белый	редкие	листва
ядовитый	выпуклая	чешуйчатая	красный	нет	пряный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	шелковистая	белый	белый	частное	белый	одно	затухающая	белый	редкие	листва
ядовитый	плоская	чешуйчатая	коричневый	нет	грязи	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	шелковистая	белый	белый	частное	белый	одно	затухающая	белый	редкие	листва
ядовитый	плоская	гладкая	коричневый	нет	грязи	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	гладкая	белый	белый	частное	белый	одно	затухающая	белый	редкие	листва
ядовитый	плоская	гладкая	коричневый	нет	рыбный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	гладкая	розовый	розовый	частное	белый	одно	затухающая	белый	редкие	дороги
ядовитый	с бугорком	чешуйчатая	красный	нет	грязи	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	шелковистая	белый	белый	частное	белый	одно	затухающая	белый	редкие	листва
ядовитый	плоская	гладкая	красный	нет	рыбный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	гладкая	белый	белый	частное	белый	одно	затухающая	белый	редкие	листва
ядовитый	выпуклая	гладкая	красный	нет	пряный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	гладкая	розовый	розовый	частное	белый	одно	затухающая	белый	редкие	дороги
ядовитый	выпуклая	чешуйчатая	красный	нет	рыбный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	шелковистая	белый	белый	частное	белый	одно	затухающая	белый	редкие	дороги
ядовитый	плоская	чешуйчатая	красный	нет	грязи	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	шелковистая	белый	белый	частное	белый	одно	затухающая	белый	редкие	листва
ядовитый	выпуклая	чешуйчатая	красный	нет	пряный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	шелковистая	белый	белый	частное	белый	одно	затухающая	белый	редкие	леса
ядовитый	плоская	чешуйчатая	красный	нет	грязи	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	гладкая	белый	розовый	частное	белый	одно	затухающая	белый	редкие	листва
ядовитый	плоская	чешуйчатая	коричневый	нет	рыбный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	шелковистая	розовый	розовый	частное	белый	одно	затухающая	белый	редкие	леса
ядовитый	плоская	чешуйчатая	красный	нет	рыбный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	шелковистая	розовый	розовый	частное	белый	одно	затухающая	белый	редкие	листва
ядовитый	выпуклая	чешуйчатая	красный	нет	пряный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	гладкая	белый	белый	частное	белый	одно	затухающая	белый	редкие	дороги
ядовитый	выпуклая	гладкая	красный	нет	рыбный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	шелковистая	розовый	белый	частное	белый	одно	затухающая	белый	редкие	леса
ядовитый	плоская	гладкая	красный	нет	грязи	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	гладкая	розовый	белый	частное	белый	одно	затухающая	белый	редкие	листва
ядовитый	плоская	гладкая	красный	нет	грязи	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	шелковистая	розовый	белый	частное	белый	одно	затухающая	белый	редкие	дороги
ядовитый	выпуклая	гладкая	красный	нет	грязи	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	гладкая	белый	белый	частное	белый	одно	затухающая	белый	редкие	дороги
ядовитый	плоская	гладкая	красный	нет	рыбный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	шелковистая	белый	белый	частное	белый	одно	затухающая	белый	редкие	дороги
ядовитый	плоская	гладкая	красный	нет	пряный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	гладкая	белый	белый	частное	белый	одно	затухающая	белый	редкие	дороги
ядовитый	плоская	гладкая	коричневый	нет	рыбный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	шелковистая	розовый	белый	частное	белый	одно	затухающая	белый	редкие	листва
ядовитый	плоская	чешуйчатая	красный	нет	грязи	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	шелковистая	розовый	розовый	частное	белый	одно	затухающая	белый	редкие	леса
ядовитый	плоская	чешуйчатая	коричневый	нет	пряный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	шелковистая	розовый	белый	частное	белый	одно	затухающая	белый	редкие	дороги
ядовитый	с бугорком	гладкая	красный	нет	грязи	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	шелковистая	белый	розовый	частное	белый	одно	затухающая	белый	редкие	листва
ядовитый	плоская	гладкая	коричневый	нет	рыбный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	шелковистая	розовый	белый	частное	белый	одно	затухающая	белый	редкие	леса
ядовитый	плоская	чешуйчатая	коричневый	нет	рыбный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	гладкая	розовый	розовый	частное	белый	одно	затухающая	белый	редкие	дороги
ядовитый	плоская	гладкая	красный	нет	пряный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	гладкая	розовый	розовый	частное	белый	одно	затухающая	белый	редкие	листва
ядовитый	плоская	чешуйчатая	красный	нет	рыбный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	гладкая	белый	розовый	частное	белый	одно	затухающая	белый	редкие	листва
ядовитый	выпуклая	гладкая	коричневый	нет	рыбный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	гладкая	розовый	розовый	частное	белый	одно	затухающая	белый	редкие	дороги
ядовитый	с бугорком	чешуйчатая	коричневый	нет	рыбный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	шелковистая	розовый	розовый	частное	белый	одно	затухающая	белый	редкие	дороги
ядовитый	выпуклая	чешуйчатая	красный	нет	пряный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	шелковистая	белый	розовый	частное	белый	одно	затухающая	белый	редкие	леса
ядовитый	выпуклая	гладкая	красный	нет	грязи	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	гладкая	белый	розовый	частное	белый	одно	затухающая	белый	редкие	листва
съедобный	выпуклая	гладкая	серый	нет	отсутствует	свободный	частые	широкий	белый	расширенная к основанию	отсутствует	шелковистая	гладкая	белый	белый	частное	белый	два	подвесная	белый	многочисленные	трава
ядовитый	с бугорком	чешуйчатая	коричневый	нет	рыбный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	гладкая	розовый	белый	частное	белый	одно	затухающая	белый	редкие	леса
ядовитый	выпуклая	гладкая	коричневый	нет	рыбный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	гладкая	белый	розовый	частное	белый	одно	затухающая	белый	редкие	дороги
ядовитый	плоская	гладкая	коричневый	нет	пряный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	шелковистая	белый	розовый	частное	белый	одно	затухающая	белый	редкие	дороги
ядовитый	плоская	гладкая	коричневый	нет	пряный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	гладкая	белый	розовый	частное	белый	одно	затухающая	белый	редкие	дороги
ядовитый	выпуклая	гладкая	красный	нет	пряный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	шелковистая	белый	белый	частное	белый	одно	затухающая	белый	редкие	дороги
ядовитый	плоская	гладкая	красный	нет	грязи	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	шелковистая	розовый	белый	частное	белый	одно	затухающая	белый	редкие	листва
ядовитый	плоская	чешуйчатая	красный	нет	грязи	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	шелковистая	белый	белый	частное	белый	одно	затухающая	белый	редкие	листва
ядовитый	плоская	чешуйчатая	красный	нет	грязи	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	шелковистая	белый	розовый	частное	белый	одно	затухающая	белый	редкие	дороги
ядовитый	плоская	гладкая	коричневый	нет	грязи	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	гладкая	белый	белый	частное	белый	одно	затухающая	белый	редкие	листва
ядовитый	плоская	гладкая	красный	нет	грязи	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	гладкая	розовый	белый	частное	белый	одно	затухающая	белый	редкие	дороги
ядовитый	выпуклая	гладкая	коричневый	нет	грязи	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	гладкая	белый	розовый	частное	белый	одно	затухающая	белый	редкие	дороги
ядовитый	плоская	гладкая	красный	нет	грязи	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	шелковистая	розовый	розовый	частное	белый	одно	затухающая	белый	редкие	листва
ядовитый	выпуклая	гладкая	красный	нет	пряный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	гладкая	белый	белый	частное	белый	одно	затухающая	белый	редкие	дороги
ядовитый	плоская	гладкая	красный	нет	рыбный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	гладкая	белый	розовый	частное	белый	одно	затухающая	белый	редкие	леса
ядовитый	плоская	чешуйчатая	красный	нет	грязи	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	гладкая	белый	белый	частное	белый	одно	затухающая	белый	редкие	дороги
ядовитый	с бугорком	чешуйчатая	красный	нет	пряный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	гладкая	розовый	белый	частное	белый	одно	затухающая	белый	редкие	дороги
ядовитый	плоская	гладкая	коричневый	нет	пряный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	гладкая	белый	белый	частное	белый	одно	затухающая	белый	редкие	дороги
ядовитый	с бугорком	чешуйчатая	красный	нет	пряный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	гладкая	белый	белый	частное	белый	одно	затухающая	белый	редкие	леса
ядовитый	плоская	гладкая	красный	нет	рыбный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	шелковистая	розовый	белый	частное	белый	одно	затухающая	белый	редкие	листва
ядовитый	плоская	чешуйчатая	красный	нет	пряный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	шелковистая	белый	белый	частное	белый	одно	затухающая	белый	редкие	листва
ядовитый	плоская	гладкая	красный	нет	грязи	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	шелковистая	розовый	белый	частное	белый	одно	затухающая	белый	редкие	листва
съедобный	колокол	гладкая	коричневый	нет	отсутствует	приросший	закрытые	широкий	коричневый	расширенная к основанию	отсутствует	гладкая	гладкая	оранжевый	оранжевый	частное	оранжевый	одно	подвесная	оранжевый	семействами	листва
ядовитый	выпуклая	гладкая	коричневый	нет	грязи	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	шелковистая	белый	белый	частное	белый	одно	затухающая	белый	редкие	леса
ядовитый	плоская	чешуйчатая	красный	нет	пряный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	гладкая	розовый	белый	частное	белый	одно	затухающая	белый	редкие	листва
ядовитый	плоская	чешуйчатая	коричневый	нет	пряный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	шелковистая	белый	розовый	частное	белый	одно	затухающая	белый	редкие	леса
ядовитый	плоская	гладкая	красный	нет	грязи	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	шелковистая	розовый	белый	частное	белый	одно	затухающая	белый	редкие	леса
ядовитый	плоская	чешуйчатая	коричневый	нет	грязи	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	шелковистая	белый	белый	частное	белый	одно	затухающая	белый	редкие	дороги
ядовитый	с бугорком	чешуйчатая	коричневый	нет	затхлый	свободный	закрытые	широкий	белый	расширенная к основанию	клубневидный	шелковистая	чешуйчатая	корица	корица	частное	белый	отсутствуют	отсутствуют	белый	семействами	леса
ядовитый	выпуклая	гладкая	красный	нет	грязи	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	шелковистая	белый	белый	частное	белый	одно	затухающая	белый	редкие	дороги
ядовитый	плоская	гладкая	красный	нет	пряный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	шелковистая	белый	белый	частное	белый	одно	затухающая	белый	редкие	листва
ядовитый	с бугорком	чешуйчатая	коричневый	нет	рыбный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	гладкая	белый	розовый	частное	белый	одно	затухающая	белый	редкие	леса
ядовитый	плоская	гладкая	красный	нет	грязи	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	гладкая	белый	розовый	частное	белый	одно	затухающая	белый	редкие	дороги
съедобный	с бугорком	гладкая	белый	нет	отсутствует	свободный	частые	широкий	серый	расширенная к основанию	отсутствует	шелковистая	шелковистая	белый	белый	частное	белый	два	подвесная	белый	разбросанные	трава
ядовитый	плоская	чешуйчатая	коричневый	нет	рыбный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	гладкая	розовый	розовый	частное	белый	одно	затухающая	белый	редкие	листва
ядовитый	плоская	чешуйчатая	коричневый	нет	рыбный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	шелковистая	розовый	белый	частное	белый	одно	затухающая	белый	редкие	леса
ядовитый	плоская	чешуйчатая	коричневый	нет	рыбный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	гладкая	розовый	белый	частное	белый	одно	затухающая	белый	редкие	дороги
ядовитый	плоская	гладкая	коричневый	нет	пряный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	шелковистая	белый	розовый	частное	белый	одно	затухающая	белый	редкие	леса
ядовитый	плоская	гладкая	коричневый	нет	рыбный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	гладкая	белый	белый	частное	белый	одно	затухающая	белый	редкие	листва
ядовитый	плоская	чешуйчатая	красный	нет	рыбный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	шелковистая	розовый	белый	частное	белый	одно	затухающая	белый	редкие	дороги
ядовитый	выпуклая	гладкая	красный	нет	грязи	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	гладкая	белый	розовый	частное	белый	одно	затухающая	белый	редкие	леса
ядовитый	плоская	чешуйчатая	коричневый	нет	грязи	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	гладкая	розовый	розовый	частное	белый	одно	затухающая	белый	редкие	дороги
ядовитый	выпуклая	гладкая	коричневый	нет	грязи	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	шелковистая	розовый	розовый	частное	белый	одно	затухающая	белый	редкие	дороги
ядовитый	выпуклая	гладкая	красный	нет	грязи	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	шелковистая	розовый	розовый	частное	белый	одно	затухающая	белый	редкие	листва
ядовитый	выпуклая	гладкая	красный	нет	рыбный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	шелковистая	белый	белый	частное	белый	одно	затухающая	белый	редкие	листва
ядовитый	плоская	чешуйчатая	красный	нет	рыбный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	шелковистая	белый	розовый	частное	белый	одно	затухающая	белый	редкие	леса
ядовитый	выпуклая	гладкая	коричневый	нет	рыбный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	гладкая	розовый	белый	частное	белый	одно	затухающая	белый	редкие	леса
ядовитый	выпуклая	гладкая	красный	нет	пряный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	гладкая	белый	розовый	частное	белый	одно	затухающая	белый	редкие	дороги
ядовитый	плоская	гладкая	коричневый	нет	грязи	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	гладкая	розовый	белый	частное	белый	одно	затухающая	белый	редкие	листва
ядовитый	выпуклая	гладкая	коричневый	нет	рыбный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	шелковистая	розовый	белый	частное	белый	одно	затухающая	белый	редкие	листва
ядовитый	плоская	чешуйчатая	красный	нет	рыбный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	гладкая	белый	розовый	частное	белый	одно	затухающая	белый	редкие	леса
ядовитый	выпуклая	гладкая	коричневый	нет	грязи	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	шелковистая	белый	розовый	частное	белый	одно	затухающая	белый	редкие	леса
ядовитый	плоская	чешуйчатая	красный	нет	грязи	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	шелковистая	розовый	розовый	частное	белый	одно	затухающая	белый	редкие	листва
ядовитый	плоская	гладкая	красный	нет	грязи	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	гладкая	белый	белый	частное	белый	одно	затухающая	белый	редкие	дороги
ядовитый	плоская	чешуйчатая	коричневый	нет	грязи	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	шелковистая	розовый	розовый	частное	белый	одно	затухающая	белый	редкие	листва
ядовитый	плоская	чешуйчатая	коричневый	нет	рыбный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	гладкая	белый	белый	частное	белый	одно	затухающая	белый	редкие	леса
ядовитый	выпуклая	чешуйчатая	красный	нет	грязи	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	шелковистая	розовый	белый	частное	белый	одно	затухающая	белый	редкие	леса
съедобный	с бугорком	волокнистая	серый	нет	отсутствует	свободный	частые	широкий	белый	расширенная к основанию	отсутствует	шелковистая	шелковистая	белый	белый	частное	белый	два	подвесная	белый	многочисленные	трава
ядовитый	выпуклая	гладкая	красный	нет	рыбный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	шелковистая	розовый	розовый	частное	белый	одно	затухающая	белый	редкие	леса
ядовитый	с бугорком	чешуйчатая	коричневый	нет	рыбный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	шелковистая	розовый	розовый	частное	белый	одно	затухающая	белый	редкие	леса
ядовитый	с бугорком	чешуйчатая	коричневый	нет	пряный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	шелковистая	белый	белый	частное	белый	одно	затухающая	белый	редкие	леса
ядовитый	выпуклая	чешуйчатая	красный	нет	пряный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	гладкая	розовый	розовый	частное	белый	одно	затухающая	белый	редкие	дороги
ядовитый	плоская	гладкая	красный	нет	грязи	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	гладкая	белый	розовый	частное	белый	одно	затухающая	белый	редкие	листва
ядовитый	плоская	гладкая	коричневый	нет	пряный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	гладкая	розовый	розовый	частное	белый	одно	затухающая	белый	редкие	листва
ядовитый	плоская	гладкая	красный	нет	пряный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	шелковистая	белый	белый	частное	белый	одно	затухающая	белый	редкие	дороги
ядовитый	выпуклая	гладкая	красный	нет	грязи	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	гладкая	белый	белый	частное	белый	одно	затухающая	белый	редкие	дороги
ядовитый	плоская	гладкая	коричневый	нет	пряный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	гладкая	розовый	белый	частное	белый	одно	затухающая	белый	редкие	леса
ядовитый	плоская	чешуйчатая	красный	нет	пряный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	шелковистая	розовый	розовый	частное	белый	одно	затухающая	белый	редкие	дороги
ядовитый	выпуклая	гладкая	коричневый	нет	пряный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	шелковистая	розовый	белый	частное	белый	одно	затухающая	белый	редкие	листва
ядовитый	выпуклая	чешуйчатая	красный	нет	грязи	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	гладкая	шелковистая	розовый	розовый	частное	белый	одно	затухающая	белый	редкие	дороги
ядовитый	плоская	гладкая	красный	нет	рыбный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	гладкая	розовый	розовый	частное	белый	одно	затухающая	белый	редкие	дороги
ядовитый	выпуклая	гладкая	коричневый	нет	рыбный	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	шелковистая	розовый	розовый	частное	белый	одно	затухающая	белый	редкие	леса
ядовитый	плоская	гладкая	коричневый	нет	грязи	свободный	закрытые	узкий	бежевый	сужающаяся к основанию	отсутствует	шелковистая	гладкая	розовый	белый	частное	белый	одно	затухающая	белый	редкие	дороги
съедобный	выпуклая	гладкая	коричневый	нет	отсутствует	приросший	закрытые	широкий	коричневый	расширенная к основанию	отсутствует	гладкая	гладкая	оранжевый	оранжевый	частное	оранжевый	одно	подвесная	желтый	редкие	листва
